cf_id,contact_id,company_name,goal,pledged,outcome,backers_count,country,currency,category_id,subcategory_id
2726,4084,Thompson-Bates,33700,62330,successful,1385,GB,GBP,cat5,subcat5
2049,1340,Rose-Silva,3300,14643,successful,190,US,USD,cat1,subcat1
1732,5675,"Pacheco, Johnson and Torres",20700,41396,successful,470,US,USD,cat3,subcat9
1174,2010,"Carlson, Dixon and Jones",9600,11900,successful,253,US,USD,cat4,subcat4
1194,6201,Mcgee Group,66200,123538,successful,1113,US,USD,cat2,subcat2
3176,1791,Jordan-Acosta,173800,198628,successful,2283,US,USD,cat2,subcat2
642,3314,Nunez Inc,70700,68602,failed,1072,US,USD,cat2,subcat2
34,5852,Hayden Ltd,94500,116064,successful,1095,US,USD,cat4,subcat4
217,4618,Gonzalez-Burton,69800,125042,successful,1690,US,USD,cat4,subcat4
1693,2618,"Lewis, Taylor and Rivers",136300,108974,canceled,1297,CA,CAD,cat4,subcat4
2333,4967,"Butler, Henry and Espinoza",37100,34964,failed,393,US,USD,cat8,subcat15
80,4594,Guzman Group,114300,96777,failed,1257,US,USD,cat2,subcat8
2847,2080,Gibson-Hernandez,47900,31864,failed,328,US,USD,cat4,subcat4
3104,2793,Spencer-Weber,9000,4853,failed,147,US,USD,cat4,subcat4
980,4890,"Berger, Johnson and Marshall",197600,82959,failed,830,US,USD,cat7,subcat12
476,3528,"Taylor, Cisneros and Romero",157600,23159,failed,331,GB,GBP,cat5,subcat7
116,5810,Little-Marsh,8000,2758,failed,25,US,USD,cat2,subcat8
2900,5720,Petersen and Sons,900,12607,successful,191,US,USD,cat3,subcat3
553,4593,Hensley Ltd,199000,142823,failed,3483,US,USD,cat1,subcat1
2834,3186,Navarro and Sons,180800,95958,failed,923,US,USD,cat4,subcat4
2314,5136,Shannon Ltd,100,5,failed,1,US,USD,cat2,subcat18
2005,2646,Young LLC,74100,94631,successful,2013,US,USD,cat2,subcat2
2514,3460,"Adams, Willis and Sanchez",2800,977,failed,33,CA,CAD,cat4,subcat4
702,4345,Mills-Roy,33600,137961,successful,1703,US,USD,cat4,subcat4
42,2690,Brown Group,6100,7548,successful,80,DK,DKK,cat5,subcat5
948,4025,Burns-Burnett,3800,2241,live,86,US,USD,cat3,subcat9
2926,4524,"Glass, Nunez and Mcdonald",9300,3431,failed,40,IT,EUR,cat4,subcat4
1971,3978,"Perez, Davis and Wilson",2300,4253,successful,41,US,USD,cat7,subcat12
748,3910,Diaz-Garcia,9700,1146,failed,23,CA,CAD,cat8,subcat15
684,5825,Salazar-Moon,4000,11948,successful,187,US,USD,cat5,subcat11
385,3564,Larsen-Chung,59700,135132,successful,2875,GB,GBP,cat4,subcat4
3007,2396,Anderson and Sons,5500,9546,successful,88,US,USD,cat4,subcat4
2612,2140,Lawrence Group,3700,13755,successful,191,US,USD,cat2,subcat2
807,3079,Gray-Davis,5200,8330,successful,139,US,USD,cat2,subcat2
2087,2017,Ramirez-Myers,900,14547,successful,186,US,USD,cat2,subcat8
53,5444,"Lucas, Hall and Bonilla",1600,11735,successful,112,AU,AUD,cat4,subcat4
2944,2216,"Williams, Perez and Villegas",1800,10658,successful,101,US,USD,cat4,subcat4
2963,1241,"Brooks, Jones and Ingram",9900,1870,failed,75,US,USD,cat4,subcat4
2976,1484,"Whitaker, Wallace and Daniels",5200,14394,successful,206,GB,GBP,cat5,subcat5
3051,3475,Smith-Gonzalez,5400,14743,successful,154,US,USD,cat5,subcat20
2777,4333,Skinner PLC,112300,178965,successful,5966,US,USD,cat4,subcat4
3064,5657,"Nolan, Smith and Sanchez",189200,128410,failed,2176,US,USD,cat4,subcat4
56,2527,Green-Carr,900,14324,successful,169,US,USD,cat5,subcat5
763,5967,Brown-Parker,22500,164291,successful,2106,US,USD,cat4,subcat4
896,5698,Marshall Inc,167400,22073,failed,441,US,USD,cat5,subcat5
1409,3331,Leblanc-Pineda,2700,1479,failed,25,US,USD,cat2,subcat8
2889,3841,Perry PLC,3400,12275,successful,131,US,USD,cat2,subcat2
2338,6105,"Klein, Stark and Livingston",49700,5098,failed,127,US,USD,cat4,subcat4
2905,3895,Fleming-Oliver,178200,24882,failed,355,US,USD,cat5,subcat5
1779,1891,"Reilly, Aguirre and Johnson",7200,2912,failed,44,GB,GBP,cat4,subcat4
2291,1281,"Davidson, Wilcox and Lewis",2500,4008,successful,84,US,USD,cat4,subcat4
3192,4186,"Michael, Anderson and Vincent",5300,9749,successful,155,US,USD,cat4,subcat4
1696,2511,King Ltd,9100,5803,failed,67,US,USD,cat8,subcat15
1559,4272,Baker Ltd,6300,14199,successful,189,US,USD,cat1,subcat1
1405,3533,"Baker, Collins and Smith",114400,196779,successful,4799,US,USD,cat5,subcat5
521,3618,Warren-Harrison,38900,56859,successful,1137,US,USD,cat6,subcat10
1625,2177,Gardner Group,135500,103554,failed,1068,US,USD,cat4,subcat4
2808,4102,Flores-Lambert,109000,42795,failed,424,US,USD,cat3,subcat9
764,6089,Cruz Ltd,114800,12938,canceled,145,CH,CHF,cat2,subcat8
834,4701,Knox-Garner,83000,101352,successful,1152,US,USD,cat4,subcat4
2793,5645,Davis-Allen,2400,4477,successful,50,US,USD,cat8,subcat15
2901,4499,Miller-Patel,60400,4393,failed,151,US,USD,cat6,subcat10
2141,3365,Hernandez-Grimes,102900,67546,failed,1608,US,USD,cat3,subcat9
308,2290,"Owens, Hall and Gonzalez",62800,143788,successful,3059,CA,CAD,cat2,subcat18
705,1890,Noble-Bailey,800,3755,successful,34,US,USD,cat5,subcat5
1670,1304,Taylor PLC,7100,9238,successful,220,US,USD,cat4,subcat4
1159,3799,Holmes PLC,46100,77012,successful,1604,AU,AUD,cat5,subcat7
2592,2749,Jones-Martin,8100,14083,successful,454,US,USD,cat2,subcat2
1195,2028,Myers LLC,1700,12202,successful,123,IT,EUR,cat5,subcat11
1635,2383,"Acosta, Mullins and Morris",97300,62127,failed,941,US,USD,cat2,subcat8
2432,5721,Bell PLC,100,2,failed,1,US,USD,cat8,subcat15
109,1394,Smith-Schmidt,900,13772,successful,299,US,USD,cat4,subcat4
1509,3451,"Ruiz, Richardson and Cole",7300,2946,failed,40,US,USD,cat5,subcat13
1285,5512,Leonard-Mcclain,195800,168820,failed,3015,CA,CAD,cat4,subcat4
500,2453,Bailey-Boyer,48900,154321,successful,2237,US,USD,cat4,subcat4
2835,6055,Lee LLC,29600,26527,failed,435,US,USD,cat4,subcat4
1533,5704,Lyons Inc,39300,71583,successful,645,US,USD,cat5,subcat5
2445,3707,Herrera-Wilson,3400,12100,successful,484,DK,DKK,cat4,subcat4
2906,2205,"Mahoney, Adams and Lucas",9200,12129,successful,154,CA,CAD,cat5,subcat5
1237,5976,Stewart LLC,135600,62804,failed,714,US,USD,cat2,subcat2
1572,3290,Mcmillan Group,153700,55536,live,1111,US,USD,cat7,subcat21
254,4257,"Beck, Thompson and Martinez",7800,8161,successful,82,US,USD,cat4,subcat4
576,4588,Rodriguez-Scott,2100,14046,successful,134,US,USD,cat6,subcat14
563,4785,Rush-Bowers,189500,117628,live,1089,US,USD,cat5,subcat11
2201,3033,Davis and Sons,188200,159405,failed,5497,US,USD,cat1,subcat1
1339,2779,Anderson-Pham,113500,12552,failed,418,US,USD,cat4,subcat4
197,2131,Stewart-Coleman,134600,59007,failed,1439,US,USD,cat5,subcat5
2035,6229,"Bradshaw, Smith and Ryan",1700,943,failed,15,US,USD,cat4,subcat4
1739,3429,Jackson PLC,163700,93963,failed,1999,CA,CAD,cat5,subcat5
2352,1613,Ware-Arias,113800,140469,successful,5203,US,USD,cat3,subcat3
691,4734,"Blair, Reyes and Woods",5000,6423,successful,94,US,USD,cat4,subcat4
298,4439,Thomas-Lopez,9400,6015,failed,118,US,USD,cat3,subcat9
206,1441,"Brown, Davies and Pacheco",8700,11075,successful,205,US,USD,cat4,subcat4
1003,5799,Jones-Riddle,147800,15723,failed,162,US,USD,cat1,subcat1
1653,1419,Schmidt-Gomez,5100,2064,failed,83,US,USD,cat2,subcat8
1549,3059,"Sullivan, Davis and Booth",2700,7767,successful,92,US,USD,cat8,subcat15
1026,3224,Edwards-Kane,1800,10313,successful,219,US,USD,cat4,subcat4
2523,3181,"Hicks, Wall and Webb",174500,197018,successful,2526,US,USD,cat4,subcat4
1620,6061,Mayer-Richmond,101400,47037,failed,747,US,USD,cat5,subcat11
2594,4466,Robles Ltd,191000,173191,canceled,2138,US,USD,cat8,subcat15
539,6081,Cochran Ltd,8100,5487,failed,84,US,USD,cat4,subcat4
687,2159,Rosales LLC,5100,9817,successful,94,US,USD,cat4,subcat4
2302,3324,Harper-Bryan,7700,6369,failed,91,US,USD,cat4,subcat4
694,3176,"Potter, Harper and Everett",121400,65755,failed,792,US,USD,cat5,subcat5
3123,5874,Floyd-Sims,5400,903,canceled,10,CA,CAD,cat4,subcat4
2576,5110,"Spence, Jackson and Kelly",152400,178120,successful,1713,IT,EUR,cat4,subcat4
2349,5490,King-Nguyen,1300,13678,successful,249,US,USD,cat2,subcat18
516,1922,Hansen Group,8100,9969,successful,192,US,USD,cat5,subcat11
290,4398,"Mathis, Hall and Hansen",8300,14827,successful,247,US,USD,cat4,subcat4
1691,4754,Cummings Inc,28400,100900,successful,2293,US,USD,cat5,subcat23
1689,3309,Miller-Poole,102500,165954,successful,3131,US,USD,cat5,subcat20
2403,1244,Rodriguez-West,7000,1744,failed,32,US,USD,cat3,subcat9
3203,2892,"Calderon, Bradford and Dean",5400,10731,successful,143,IT,EUR,cat4,subcat4
2113,2777,Clark-Bowman,9300,3232,canceled,90,US,USD,cat4,subcat4
3158,4952,Hensley Ltd,6200,10938,successful,296,US,USD,cat2,subcat8
348,5144,Anderson-Pearson,2100,10739,successful,170,US,USD,cat4,subcat4
1136,5487,"Martin, Martin and Solis",6800,5579,failed,186,US,USD,cat3,subcat9
956,1932,Harrington-Harper,155200,37754,canceled,439,GB,GBP,cat5,subcat20
2393,3364,Price and Sons,89900,45384,failed,605,US,USD,cat7,subcat12
3208,5165,Cuevas-Morales,900,8703,successful,86,DK,DKK,cat7,subcat12
2530,3858,Delgado-Hatfield,100,4,failed,1,CA,CAD,cat5,subcat11
305,4666,Padilla-Porter,148400,182302,successful,6286,US,USD,cat2,subcat2
1383,2896,Morris Group,4800,3045,failed,31,US,USD,cat5,subcat7
783,4520,Saunders Ltd,182400,102749,failed,1181,US,USD,cat5,subcat23
47,5726,Woods Inc,4000,1763,failed,39,US,USD,cat5,subcat7
3157,5661,"Villanueva, Wright and Richardson",116500,137904,successful,3727,US,USD,cat4,subcat4
1646,4765,"Wilson, Brooks and Clark",146400,152438,successful,1605,US,USD,cat2,subcat8
1729,3710,"Sheppard, Smith and Spence",5000,1332,failed,46,US,USD,cat4,subcat4
2964,4925,"Wise, Thompson and Allen",33800,118706,successful,2120,US,USD,cat4,subcat4
675,1533,"Lane, Ryan and Chapman",6300,5674,failed,105,US,USD,cat5,subcat5
790,5264,"Rich, Alvarez and King",2400,4119,successful,50,US,USD,cat4,subcat4
1103,4606,Terry-Salinas,98800,139354,successful,2080,US,USD,cat5,subcat7
969,2043,Wang-Rodriguez,188800,57734,failed,535,US,USD,cat7,subcat21
1634,3871,Mckee-Hill,134300,145265,successful,2105,US,USD,cat5,subcat11
2279,6205,Gomez LLC,71200,95020,successful,2436,US,USD,cat4,subcat4
387,3193,Gonzalez-Robbins,4700,8829,successful,80,US,USD,cat6,subcat19
586,1810,Obrien and Sons,1200,3984,successful,42,US,USD,cat3,subcat9
1145,4797,Shaw Ltd,1400,8053,successful,139,CA,CAD,cat3,subcat3
2776,1487,Hughes Inc,4000,1620,failed,16,US,USD,cat4,subcat4
2099,3474,Olsen-Ryan,5600,10328,successful,159,US,USD,cat5,subcat7
470,5771,"Grimes, Holland and Sloan",3600,10289,successful,381,US,USD,cat3,subcat9
343,6074,Perry and Sons,3100,9889,successful,194,GB,GBP,cat1,subcat1
2090,1568,"Turner, Young and Collins",153800,60342,failed,575,US,USD,cat2,subcat2
1401,4263,Richardson Inc,5000,8907,successful,106,US,USD,cat2,subcat6
596,5850,Santos-Young,4000,14606,successful,142,US,USD,cat5,subcat20
1139,5619,Nichols Ltd,7400,8432,successful,211,US,USD,cat6,subcat19
2080,1904,Murphy PLC,191500,57122,failed,1120,US,USD,cat6,subcat14
88,5388,"Hogan, Porter and Rivera",8500,4613,failed,113,US,USD,cat5,subcat23
2806,2150,Lyons LLC,68800,162603,successful,2756,US,USD,cat3,subcat9
3153,2653,Long-Greene,2400,12310,successful,173,GB,GBP,cat1,subcat1
2391,2687,Robles-Hudson,8600,8656,successful,87,US,USD,cat8,subcat15
84,3779,Mcclure LLC,196600,159931,failed,1538,US,USD,cat4,subcat4
1987,1494,"Martin, Russell and Baker",4200,689,failed,9,US,USD,cat6,subcat14
2790,4129,Rice-Parker,91400,48236,failed,554,US,USD,cat4,subcat4
37,3035,Landry Inc,29600,77021,successful,1572,GB,GBP,cat1,subcat1
2981,2069,Richards-Davis,90600,27844,failed,648,GB,GBP,cat4,subcat4
1730,5469,"Davis, Cox and Fox",5200,702,failed,21,GB,GBP,cat6,subcat19
3172,3903,Smith-Wallace,110300,197024,successful,2346,US,USD,cat4,subcat4
32,4083,"Cordova, Shaw and Wang",5300,11663,successful,115,US,USD,cat4,subcat4
2322,4003,Clark Inc,9200,9339,successful,85,IT,EUR,cat3,subcat9
1095,3565,Young and Sons,2400,4596,successful,144,US,USD,cat9,subcat24
1067,1640,Henson PLC,56800,173437,successful,2443,US,USD,cat1,subcat1
2676,4769,Garcia Group,191000,45831,canceled,595,US,USD,cat5,subcat13
549,3398,"Adams, Walker and Wong",900,6514,successful,64,US,USD,cat8,subcat15
302,1865,Hopkins-Browning,2500,13684,successful,268,US,USD,cat3,subcat9
2758,5690,"Bell, Edwards and Andersen",3200,13264,successful,195,DK,DKK,cat4,subcat4
2450,3814,Morales Group,183800,1667,failed,54,US,USD,cat5,subcat11
2310,2942,Lucero Group,9800,3349,failed,120,US,USD,cat3,subcat9
2185,5095,"Smith, Brown and Davis",193400,46317,failed,579,DK,DKK,cat3,subcat3
1929,2878,Hunt Group,163800,78743,failed,2072,US,USD,cat5,subcat5
1823,3697,Valdez Ltd,100,0,failed,0,US,USD,cat4,subcat4
699,4744,Mccann-Le,153600,107743,failed,1796,US,USD,cat5,subcat5
1926,2104,Johnson Inc,1300,6889,successful,186,AU,AUD,cat7,subcat12
2208,4883,Collins LLC,25500,45983,successful,460,US,USD,cat5,subcat7
3136,4807,Smith-Miller,7500,6924,failed,62,IT,EUR,cat2,subcat2
1623,1372,Jensen-Vargas,89900,12497,failed,347,US,USD,cat6,subcat16
277,3666,"Robles, Bell and Gonzalez",18000,166874,successful,2528,US,USD,cat4,subcat4
1522,2066,"Turner, Miller and Francis",2100,837,failed,19,US,USD,cat3,subcat3
2582,1834,Roberts Group,172700,193820,successful,3657,US,USD,cat4,subcat4
595,5853,White LLC,168500,119510,failed,1258,US,USD,cat4,subcat4
1060,2219,"Best, Miller and Thomas",7800,9289,successful,131,AU,AUD,cat5,subcat7
2551,4148,Smith-Mullins,147800,35498,failed,362,US,USD,cat4,subcat4
975,4477,Williams-Walsh,9100,12678,successful,239,US,USD,cat7,subcat12
300,1786,"Harrison, Blackwell and Mendez",8300,3260,canceled,35,US,USD,cat5,subcat20
1883,3455,"Sanchez, Bradley and Flores",138700,31123,canceled,528,CH,CHF,cat2,subcat2
2973,5707,Cox LLC,8600,4797,failed,133,CA,CAD,cat4,subcat4
1831,5470,Morales-Odonnell,125400,53324,failed,846,US,USD,cat6,subcat10
3019,3274,Ramirez LLC,5900,6608,successful,78,US,USD,cat1,subcat1
1598,4613,Ramirez Group,8800,622,failed,10,US,USD,cat5,subcat11
1898,4465,Marsh-Coleman,177700,180802,successful,1773,US,USD,cat2,subcat2
944,1652,"Frederick, Jenkins and Collins",800,3406,successful,32,US,USD,cat4,subcat4
2775,2100,Wilson Ltd,7600,11061,successful,369,US,USD,cat5,subcat7
2021,4321,"Cline, Peterson and Lowery",50500,16389,failed,191,US,USD,cat5,subcat13
1473,4168,"Underwood, James and Jones",900,6303,successful,89,US,USD,cat5,subcat13
353,3733,Johnson-Contreras,96700,81136,failed,1979,US,USD,cat4,subcat4
400,2594,"Greene, Lloyd and Sims",2100,1768,failed,63,US,USD,cat3,subcat9
930,3909,Smith-Sparks,8300,12944,successful,147,US,USD,cat4,subcat4
1281,5179,Rosario-Smith,189200,188480,failed,6080,CA,CAD,cat5,subcat11
726,2228,"Avila, Ford and Welch",9000,7227,failed,80,GB,GBP,cat2,subcat8
2177,6222,Gallegos Inc,5100,574,failed,9,US,USD,cat7,subcat12
1652,2354,"Morrow, Santiago and Soto",105000,96328,failed,1784,US,USD,cat6,subcat14
65,1725,Berry-Richardson,186700,178338,live,3640,CH,CHF,cat7,subcat12
911,2960,Cordova-Torres,1600,8046,successful,126,CA,CAD,cat4,subcat4
2082,2077,"Holt, Bernard and Johnson",115600,184086,successful,2218,GB,GBP,cat2,subcat8
458,5662,"Clark, Mccormick and Mendoza",89100,13385,failed,243,US,USD,cat5,subcat7
1085,3481,Garrison LLC,2600,12533,successful,202,IT,EUR,cat4,subcat4
1451,2565,Shannon-Olson,9800,14697,successful,140,IT,EUR,cat6,subcat14
1068,4436,Murillo-Mcfarland,84400,98935,successful,1052,DK,DKK,cat5,subcat5
241,5072,"Young, Gilbert and Escobar",151300,57034,failed,1296,US,USD,cat7,subcat21
2654,5200,"Thomas, Welch and Santana",9800,7120,failed,77,US,USD,cat1,subcat1
159,4502,Brown-Pena,5300,14097,successful,247,US,USD,cat8,subcat15
1010,4945,"Holder, Caldwell and Vance",178000,43086,failed,395,IT,EUR,cat7,subcat21
1807,3012,Harrison-Bridges,77000,1930,failed,49,GB,GBP,cat2,subcat8
1135,6094,"Johnson, Murphy and Peterson",84900,13864,failed,180,US,USD,cat7,subcat12
1859,3815,Taylor Inc,2800,7742,successful,84,US,USD,cat2,subcat2
1265,4838,Deleon and Sons,184800,164109,failed,2690,US,USD,cat4,subcat4
2648,3469,"Benjamin, Paul and Ferguson",4200,6870,successful,88,US,USD,cat4,subcat4
141,4874,Hardin-Dixon,1300,12597,successful,156,US,USD,cat5,subcat7
1944,1792,York-Pitts,66100,179074,successful,2985,US,USD,cat4,subcat4
3187,4356,Jarvis and Sons,29500,83843,successful,762,US,USD,cat3,subcat9
1436,6196,Morrison-Henderson,100,4,canceled,1,CH,CHF,cat2,subcat8
1384,3578,Martin-James,180100,105598,failed,2779,AU,AUD,cat3,subcat3
2446,4491,"Mercer, Solomon and Singleton",9000,8866,failed,92,US,USD,cat4,subcat4
2215,3054,"Dougherty, Austin and Mills",170600,75022,failed,1028,US,USD,cat2,subcat2
2704,1968,Ritter PLC,9500,14408,successful,554,CA,CAD,cat2,subcat8
2470,5869,Anderson Group,6300,14089,successful,135,DK,DKK,cat2,subcat2
1056,5858,Smith and Sons,5200,12467,successful,122,US,USD,cat6,subcat19
1278,5203,Lam-Hamilton,6000,11960,successful,221,US,USD,cat5,subcat23
2987,2577,Ho Ltd,5800,7966,successful,126,US,USD,cat4,subcat4
417,3216,"Brown, Estrada and Jensen",105300,106321,successful,1022,US,USD,cat4,subcat4
670,2037,Hunt LLC,20000,158832,successful,3177,US,USD,cat5,subcat11
1427,3867,Fowler-Smith,3000,11091,successful,198,CH,CHF,cat4,subcat4
2918,5109,Blair Inc,9900,1269,failed,26,CH,CHF,cat2,subcat2
306,1376,"Kelley, Stanton and Sanchez",3700,5107,successful,85,AU,AUD,cat5,subcat5
1714,5260,Hernandez-Macdonald,168700,141393,failed,1790,US,USD,cat4,subcat4
1354,2350,Joseph LLC,94900,194166,successful,3596,US,USD,cat4,subcat4
810,2269,Webb-Smith,9300,4124,failed,37,US,USD,cat2,subcat6
304,3650,Johns PLC,6800,14865,successful,244,US,USD,cat2,subcat2
752,3934,Hardin-Foley,72400,134688,successful,5180,US,USD,cat4,subcat4
2254,4048,"Fischer, Fowler and Arnold",20100,47705,successful,589,IT,EUR,cat5,subcat11
1654,4266,Martinez-Juarez,31200,95364,successful,2725,US,USD,cat2,subcat2
2729,3863,Wilson and Sons,3500,3295,failed,35,IT,EUR,cat5,subcat13
913,4922,Clements Group,9000,4896,canceled,94,US,USD,cat2,subcat2
1388,4517,Valenzuela-Cook,6700,7496,successful,300,US,USD,cat9,subcat24
76,3259,"Parker, Haley and Foster",2700,9967,successful,144,US,USD,cat1,subcat1
1172,3123,Fuentes LLC,83300,52421,failed,558,US,USD,cat4,subcat4
2579,3870,Moran and Sons,9700,6298,failed,64,US,USD,cat4,subcat4
2371,2996,Stevens Inc,8200,1546,canceled,37,US,USD,cat2,subcat18
359,2993,Martinez-Johnson,96500,16168,failed,245,US,USD,cat5,subcat23
1423,4556,Franklin Inc,6200,6269,successful,87,US,USD,cat2,subcat18
2239,2326,Perez PLC,43800,149578,successful,3116,US,USD,cat4,subcat4
1835,4109,"Sanchez, Cross and Savage",6000,3841,failed,71,US,USD,cat3,subcat3
2097,5739,Pineda Ltd,8700,4531,failed,42,US,USD,cat7,subcat12
1165,5887,Powell and Sons,18900,60934,successful,909,US,USD,cat5,subcat5
1368,1651,Nunez-Richards,86400,103255,successful,1613,US,USD,cat3,subcat3
2331,1628,Pugh LLC,8900,13065,successful,136,US,USD,cat6,subcat19
3145,2642,Rowe-Wong,700,6654,successful,130,US,USD,cat2,subcat2
2313,6020,Williams-Santos,9400,6852,failed,156,CA,CAD,cat1,subcat1
251,4747,Weber Inc,157600,124517,failed,1368,GB,GBP,cat4,subcat4
1956,5534,"Avery, Brown and Parker",7900,5113,failed,102,US,USD,cat5,subcat5
1575,4790,Cox Group,7100,5824,failed,86,AU,AUD,cat6,subcat16
1917,4632,Jensen LLC,600,6226,successful,102,US,USD,cat7,subcat12
2447,1952,Brown Inc,156800,20243,failed,253,US,USD,cat4,subcat4
1813,4388,Hale-Hayes,121600,188288,successful,4006,US,USD,cat5,subcat11
367,5529,Mcbride PLC,157300,11167,failed,157,US,USD,cat4,subcat4
1803,1316,Harris-Jennings,70300,146595,successful,1629,US,USD,cat4,subcat4
284,1670,Becker-Scott,7900,7875,failed,183,US,USD,cat5,subcat7
2603,4909,"Todd, Freeman and Henry",73800,148779,successful,2188,US,USD,cat4,subcat4
653,3401,"Martinez, Garza and Young",108500,175868,successful,2409,IT,EUR,cat2,subcat2
1131,4619,Smith-Ramos,140300,5112,failed,82,DK,DKK,cat5,subcat5
349,4722,Brown-George,100,5,failed,1,GB,GBP,cat1,subcat1
2509,2188,Waters and Sons,6300,13018,successful,194,US,USD,cat3,subcat9
3139,5497,Brown Ltd,71100,91176,successful,1140,US,USD,cat4,subcat4
480,5711,"Christian, Yates and Greer",5300,6342,successful,102,US,USD,cat4,subcat4
1205,4076,"Cole, Hernandez and Rodriguez",88700,151438,successful,2857,US,USD,cat4,subcat4
291,1847,"Ortiz, Valenzuela and Collins",3300,6178,successful,107,US,USD,cat6,subcat10
1758,2816,Valencia PLC,3400,6405,successful,160,GB,GBP,cat2,subcat2
766,5019,"Gordon, Mendez and Johnson",137600,180667,successful,2230,US,USD,cat1,subcat1
569,4869,Johnson Group,3900,11075,successful,316,US,USD,cat2,subcat18
50,3613,Rose-Fuller,10000,12042,successful,117,US,USD,cat5,subcat23
1875,3069,"Hughes, Mendez and Patterson",42800,179356,successful,6406,US,USD,cat4,subcat4
3040,2601,"Brady, Cortez and Rodriguez",8200,1136,canceled,15,US,USD,cat4,subcat4
179,2133,"Wang, Nguyen and Horton",6200,8645,successful,192,US,USD,cat2,subcat6
114,3164,"Santos, Williams and Brown",1100,1914,successful,26,CA,CAD,cat4,subcat4
260,3897,Barnett and Sons,26500,41205,successful,723,US,USD,cat4,subcat4
1810,5663,Petersen-Rodriguez,8500,14488,successful,170,IT,EUR,cat4,subcat4
68,3879,Burnett-Mora,6400,12129,successful,238,GB,GBP,cat2,subcat8
1148,5900,King LLC,1400,3496,successful,55,US,USD,cat4,subcat4
2489,2272,Miller Ltd,198600,97037,failed,1198,US,USD,cat6,subcat10
1586,5436,Case LLC,195900,55757,failed,648,US,USD,cat4,subcat4
2339,3676,"Swanson, Wilson and Baker",4300,11525,successful,128,AU,AUD,cat8,subcat15
1687,4676,"Dean, Fox and Phillips",25600,158669,successful,2144,US,USD,cat4,subcat4
1260,1563,Smith-Smith,189000,5916,failed,64,US,USD,cat2,subcat8
2240,4349,"Smith, Scott and Rodriguez",94300,150806,successful,2693,GB,GBP,cat4,subcat4
1762,1658,"White, Robertson and Roberts",5100,14249,successful,432,US,USD,cat8,subcat15
331,2552,Martinez Inc,7500,5803,failed,62,US,USD,cat4,subcat4
1330,4847,"Tucker, Mccoy and Marquez",6400,13205,successful,189,US,USD,cat4,subcat4
427,1553,"Martin, Lee and Armstrong",1600,11108,successful,154,GB,GBP,cat1,subcat1
2929,2632,"Dunn, Moreno and Green",1900,2884,successful,96,US,USD,cat2,subcat8
2940,1908,"Jackson, Martinez and Ray",85900,55476,failed,750,US,USD,cat4,subcat4
2047,5801,Patterson-Johnson,9500,5973,canceled,87,US,USD,cat4,subcat4
536,1935,Carlson-Hernandez,59200,183756,successful,3063,US,USD,cat4,subcat4
238,2609,Parker PLC,72100,30902,live,278,US,USD,cat4,subcat4
30,2740,Yu and Sons,6700,5569,failed,105,US,USD,cat5,subcat11
1151,1907,"Taylor, Johnson and Hernandez",118200,92824,canceled,1658,US,USD,cat5,subcat20
1484,1831,Mack Ltd,139000,158590,successful,2266,US,USD,cat5,subcat20
1941,5177,Lamb-Sanders,197700,127591,failed,2604,DK,DKK,cat5,subcat11
546,6179,Williams-Ramirez,8500,6750,failed,65,US,USD,cat4,subcat4
221,2917,Weaver Ltd,81600,9318,failed,94,US,USD,cat4,subcat4
2882,1486,Barnes-Williams,8600,4832,live,45,US,USD,cat5,subcat7
2938,3735,"Richardson, Woodward and Hansen",119800,19769,failed,257,US,USD,cat4,subcat4
785,3838,"Hunt, Barker and Baker",9400,11277,successful,194,CH,CHF,cat4,subcat4
2785,2430,"Ramos, Moreno and Lewis",9200,13382,successful,129,CA,CAD,cat3,subcat9
876,2480,Harris Inc,14900,32986,successful,375,US,USD,cat4,subcat4
932,3431,Peters-Nelson,169400,81984,failed,2928,CA,CAD,cat4,subcat4
507,1742,"Ferguson, Murphy and Bright",192100,178483,failed,4697,US,USD,cat2,subcat2
1672,4628,Robinson Group,98700,87448,failed,2915,US,USD,cat7,subcat12
917,2385,Jordan-Wolfe,4500,1863,failed,18,US,USD,cat6,subcat19
2931,2213,Vargas-Cox,98600,62174,canceled,723,US,USD,cat1,subcat1
2415,5188,Yang and Sons,121700,59003,failed,602,CH,CHF,cat4,subcat4
1805,3418,"Wilson, Wilson and Mathis",100,2,failed,1,US,USD,cat2,subcat18
495,5637,"Wang, Koch and Weaver",196700,174039,failed,3868,IT,EUR,cat5,subcat13
2988,3530,Cisneros Ltd,10000,12684,successful,409,US,USD,cat3,subcat3
3169,3731,Williams-Jones,600,14033,successful,234,US,USD,cat3,subcat3
467,3219,"Roberts, Hinton and Williams",35000,177936,successful,3016,US,USD,cat2,subcat17
1551,2392,"Gonzalez, Williams and Benson",6900,13212,successful,264,US,USD,cat8,subcat15
2467,5103,"Hobbs, Brown and Lee",118400,49879,failed,504,AU,AUD,cat1,subcat1
1193,3992,"Russo, Kim and Mccoy",10000,824,failed,14,US,USD,cat5,subcat23
1016,2442,"Howell, Myers and Olson",52600,31594,canceled,390,US,USD,cat2,subcat2
313,2913,Bailey and Sons,120700,57010,failed,750,GB,GBP,cat5,subcat5
117,1631,Jensen-Brown,9100,7438,failed,77,US,USD,cat4,subcat4
2747,4073,Smith Group,106800,57872,failed,752,DK,DKK,cat2,subcat18
